10, 70, 0.1, 0.1, 0.3, 0.771368672484583, 379.0260179042816
10, 70, 0.2, 0.1, 0.3, 0.7656107484637739, 378.31588196754456
10, 70, 0.3, 0.1, 0.3, 0.7600942820344617, 377.543497800827
10, 70, 0.4, 0.1, 0.3, 0.754857612498658, 377.9754710197449
10, 70, 0.5, 0.1, 0.3, 0.7498358038273499, 376.0805199146271
10, 70, 0.6, 0.1, 0.3, 0.7450702550121858, 375.9300539493561
10, 70, 0.7, 0.1, 0.3, 0.7405132743686719, 377.6628510951996
10, 70, 0.8, 0.1, 0.3, 0.7364551941181243, 380.1260139942169
10, 70, 0.9, 0.1, 0.3, 0.7327591127386075, 376.9228358268738
10, 70, 1, 0.1, 0.3, 0.7293294563343523, 376.46563696861267
